experiment_id,epoch,loss,train_acc,train_f1,val_acc,val_f1,test_acc,test_f1
M3/N7/E11a/T12b_train31,1,0.828221,0.0,0.0,0.666667,0.8,0.166667,0.285714
M3/N7/E11a/T12b_train31,2,0.227391,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,3,0.018906,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,4,0.001896,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,5,0.000174,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,6,8.8e-05,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,7,1.4e-05,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,8,1e-06,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,9,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,10,1e-06,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,11,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,12,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,13,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,14,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,15,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,16,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,17,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,18,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,19,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,20,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,21,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,22,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,23,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,24,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,25,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,26,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,27,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,28,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,29,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,30,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,31,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,32,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,33,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,34,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,35,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,36,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,37,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,38,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,39,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,40,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,41,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
M3/N7/E11a/T12b_train31,42,0.0,1.0,0.0,0.333333,0.0,0.833333,0.0
