experiment_id,epoch,loss,train_acc,train_f1,val_acc,val_f1,test_acc,test_f1
M3/N7/E10c/T12b_train73,1,0.775114,0.626866,0.0,0.736842,0.0,0.810811,0.0
M3/N7/E10c/T12b_train73,2,0.661401,0.626866,0.0,0.736842,0.0,0.810811,0.0
M3/N7/E10c/T12b_train73,3,0.587322,0.626866,0.0,0.736842,0.0,0.810811,0.0
M3/N7/E10c/T12b_train73,4,0.499574,0.626866,0.0,0.736842,0.0,0.810811,0.0
M3/N7/E10c/T12b_train73,5,0.468216,0.626866,0.0,0.736842,0.0,0.810811,0.0
M3/N7/E10c/T12b_train73,6,0.430293,0.626866,0.0,0.736842,0.0,0.810811,0.0
M3/N7/E10c/T12b_train73,7,0.377253,0.626866,0.0,0.736842,0.0,0.810811,0.0
M3/N7/E10c/T12b_train73,8,0.295229,0.626866,0.0,0.736842,0.0,0.810811,0.0
M3/N7/E10c/T12b_train73,9,0.23481,0.671642,0.214286,0.789474,0.333333,0.810811,0.0
M3/N7/E10c/T12b_train73,10,0.208539,0.80597,0.648649,0.789474,0.333333,0.810811,0.0
M3/N7/E10c/T12b_train73,11,0.22422,0.865672,0.780488,0.789474,0.333333,0.756757,0.0
M3/N7/E10c/T12b_train73,12,0.190056,0.895522,0.837209,0.736842,0.285714,0.702703,0.0
M3/N7/E10c/T12b_train73,13,0.173289,0.940299,0.913043,0.736842,0.444444,0.648649,0.0
M3/N7/E10c/T12b_train73,14,0.12843,0.955224,0.93617,0.684211,0.4,0.621622,0.0
M3/N7/E10c/T12b_train73,15,0.105222,0.970149,0.958333,0.684211,0.4,0.648649,0.133333
M3/N7/E10c/T12b_train73,16,0.178267,0.970149,0.958333,0.631579,0.363636,0.648649,0.133333
M3/N7/E10c/T12b_train73,17,0.090183,0.985075,0.980392,0.578947,0.333333,0.594595,0.117647
M3/N7/E10c/T12b_train73,18,0.105524,0.985075,0.980392,0.578947,0.333333,0.567568,0.111111
M3/N7/E10c/T12b_train73,19,0.125387,0.985075,0.980392,0.578947,0.333333,0.594595,0.285714
M3/N7/E10c/T12b_train73,20,0.04852,1.0,1.0,0.578947,0.333333,0.594595,0.347826
M3/N7/E10c/T12b_train73,21,0.046011,1.0,1.0,0.526316,0.307692,0.567568,0.333333
M3/N7/E10c/T12b_train73,22,0.03722,1.0,1.0,0.526316,0.307692,0.540541,0.32
M3/N7/E10c/T12b_train73,23,0.038397,0.970149,0.961538,0.473684,0.285714,0.540541,0.32
M3/N7/E10c/T12b_train73,24,0.038732,0.970149,0.961538,0.473684,0.285714,0.540541,0.32
M3/N7/E10c/T12b_train73,25,0.022501,0.955224,0.943396,0.526316,0.4,0.513514,0.307692
M3/N7/E10c/T12b_train73,26,0.087167,0.955224,0.943396,0.526316,0.4,0.513514,0.307692
M3/N7/E10c/T12b_train73,27,0.015592,0.955224,0.943396,0.473684,0.285714,0.540541,0.32
M3/N7/E10c/T12b_train73,28,0.05054,0.985075,0.980392,0.526316,0.307692,0.540541,0.32
M3/N7/E10c/T12b_train73,29,0.009334,1.0,1.0,0.526316,0.307692,0.594595,0.347826
M3/N7/E10c/T12b_train73,30,0.024966,1.0,1.0,0.526316,0.307692,0.648649,0.380952
M3/N7/E10c/T12b_train73,31,0.008103,1.0,1.0,0.578947,0.333333,0.675676,0.4
M3/N7/E10c/T12b_train73,32,0.009979,1.0,1.0,0.578947,0.333333,0.675676,0.4
M3/N7/E10c/T12b_train73,33,0.025606,1.0,1.0,0.578947,0.333333,0.675676,0.4
M3/N7/E10c/T12b_train73,34,0.008297,1.0,1.0,0.578947,0.333333,0.675676,0.4
M3/N7/E10c/T12b_train73,35,0.012812,1.0,1.0,0.578947,0.333333,0.648649,0.380952
M3/N7/E10c/T12b_train73,36,0.003345,1.0,1.0,0.578947,0.333333,0.648649,0.380952
M3/N7/E10c/T12b_train73,37,0.02054,1.0,1.0,0.526316,0.307692,0.648649,0.380952
M3/N7/E10c/T12b_train73,38,0.008953,1.0,1.0,0.526316,0.307692,0.648649,0.434783
M3/N7/E10c/T12b_train73,39,0.008269,1.0,1.0,0.526316,0.307692,0.648649,0.434783
M3/N7/E10c/T12b_train73,40,0.019708,1.0,1.0,0.526316,0.307692,0.648649,0.434783
M3/N7/E10c/T12b_train73,41,0.001561,1.0,1.0,0.526316,0.307692,0.648649,0.434783
M3/N7/E10c/T12b_train73,42,0.005725,1.0,1.0,0.526316,0.307692,0.675676,0.454545
M3/N7/E10c/T12b_train73,43,0.003624,1.0,1.0,0.526316,0.307692,0.648649,0.380952
M3/N7/E10c/T12b_train73,44,0.003394,1.0,1.0,0.526316,0.307692,0.675676,0.4
M3/N7/E10c/T12b_train73,45,0.006871,1.0,1.0,0.578947,0.333333,0.675676,0.4
M3/N7/E10c/T12b_train73,46,0.003023,1.0,1.0,0.578947,0.333333,0.675676,0.4
M3/N7/E10c/T12b_train73,47,0.020353,1.0,1.0,0.578947,0.333333,0.648649,0.315789
M3/N7/E10c/T12b_train73,48,0.009307,1.0,1.0,0.578947,0.333333,0.648649,0.315789
M3/N7/E10c/T12b_train73,49,0.025962,1.0,1.0,0.578947,0.333333,0.648649,0.315789
M3/N7/E10c/T12b_train73,50,0.002529,1.0,1.0,0.578947,0.333333,0.648649,0.315789
M3/N7/E10c/T12b_train73,51,0.001554,1.0,1.0,0.631579,0.363636,0.648649,0.315789
M3/N7/E10c/T12b_train73,52,0.001425,1.0,1.0,0.631579,0.363636,0.648649,0.315789
M3/N7/E10c/T12b_train73,53,0.001166,1.0,1.0,0.631579,0.363636,0.648649,0.315789
M3/N7/E10c/T12b_train73,54,0.013541,1.0,1.0,0.631579,0.363636,0.648649,0.315789
