experiment_id,epoch,loss,train_acc,train_f1,val_acc,val_f1,test_acc,test_f1
M3/N8/E10b/T12b_train29,1,0.908096,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,2,0.376669,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,3,0.150423,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,4,0.072064,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,5,0.050107,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,6,0.038329,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,7,0.042668,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,8,0.038326,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,9,0.035151,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,10,0.032462,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,11,0.033194,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,12,0.026779,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,13,0.025109,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,14,0.024892,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,15,0.024161,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,16,0.023374,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,17,0.023305,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,18,0.025262,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,19,0.022607,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,20,0.023979,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,21,0.022982,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,22,0.023077,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,23,0.020233,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,24,0.021193,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,25,0.021072,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,26,0.020668,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,27,0.020948,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,28,0.020362,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,29,0.02009,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,30,0.021598,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,31,0.020959,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,32,0.020179,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,33,0.020571,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,34,0.020237,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,35,0.01977,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,36,0.018872,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,37,0.019062,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,38,0.018933,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,39,0.018853,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,40,0.019453,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,41,0.017745,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,42,0.018228,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,43,0.018021,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,44,0.01686,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,45,0.017817,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,46,0.017157,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,47,0.01649,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,48,0.016709,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,49,0.016645,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,50,0.016636,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,51,0.016723,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,52,0.017497,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,53,0.016396,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,54,0.01554,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,55,0.015276,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,56,0.016716,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,57,0.015339,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,58,0.016348,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,59,0.015996,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,60,0.015583,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,61,0.01531,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,62,0.015062,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,63,0.01573,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,64,0.015209,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,65,0.014703,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,66,0.014385,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,67,0.014567,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,68,0.014367,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,69,0.014374,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,70,0.014351,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,71,0.014581,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,72,0.014454,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,73,0.013994,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,74,0.014342,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,75,0.01314,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,76,0.013465,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,77,0.013831,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,78,0.012944,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,79,0.013966,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,80,0.01336,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,81,0.013132,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,82,0.013046,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,83,0.013625,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,84,0.013613,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,85,0.013905,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,86,0.013359,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,87,0.01281,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,88,0.013654,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,89,0.01337,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,90,0.012383,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,91,0.013182,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,92,0.012964,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,93,0.012532,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,94,0.012624,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,95,0.013138,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,96,0.01251,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,97,0.013055,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,98,0.012449,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,99,0.01326,0.992881,0.0,0.992445,0.0,0.991418,0.0
M3/N8/E10b/T12b_train29,100,0.01287,0.992881,0.0,0.992445,0.0,0.991418,0.0
