experiment_id,epoch,loss,train_acc,train_f1,val_acc,val_f1,test_acc,test_f1
M3/N8/E10b/T12a_train33,1,0.780542,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,2,0.270128,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,3,0.09518,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,4,0.061527,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,5,0.055365,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,6,0.064484,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,7,0.060483,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,8,0.050277,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,9,0.059072,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,10,0.046733,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,11,0.042392,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,12,0.038288,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,13,0.038823,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,14,0.032591,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,15,0.030045,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,16,0.028198,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,17,0.029159,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,18,0.025765,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,19,0.025588,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,20,0.02575,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,21,0.026551,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,22,0.025712,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,23,0.023259,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,24,0.023957,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,25,0.022416,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,26,0.023349,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,27,0.023568,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,28,0.022355,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,29,0.020523,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,30,0.020758,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,31,0.019609,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,32,0.01867,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,33,0.017044,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,34,0.017677,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,35,0.017019,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,36,0.017247,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,37,0.016992,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,38,0.016194,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,39,0.016165,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,40,0.014836,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,41,0.014397,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,42,0.015836,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,43,0.014641,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,44,0.01492,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,45,0.013541,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,46,0.013489,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,47,0.01314,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,48,0.013525,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,49,0.012812,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,50,0.014389,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,51,0.013388,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,52,0.012392,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,53,0.012851,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,54,0.012695,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,55,0.012168,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,56,0.011691,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,57,0.011808,0.992661,0.0,0.99004,0.0,0.991532,0.0
M3/N8/E10b/T12a_train33,58,0.012213,0.994292,0.363636,0.993526,0.518519,0.992777,0.25641
M3/N8/E10b/T12a_train33,59,0.01204,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,60,0.012356,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,61,0.010397,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,62,0.011913,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,63,0.010783,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,64,0.011053,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,65,0.010809,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,66,0.010908,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,67,0.010838,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,68,0.009761,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,69,0.010807,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,70,0.010734,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,71,0.010453,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,72,0.010091,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,73,0.011352,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,74,0.010591,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,75,0.010118,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,76,0.009091,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,77,0.009782,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,78,0.010023,0.996874,0.729412,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,79,0.010251,0.99701,0.744186,0.998506,0.918919,0.996762,0.763636
M3/N8/E10b/T12a_train33,80,0.010486,0.99701,0.744186,0.998506,0.918919,0.996762,0.763636
