experiment_id,epoch,loss,train_acc,train_f1,val_acc,val_f1,test_acc,test_f1
M3/N8/E11a/T12a_train29,1,0.771723,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,2,0.267495,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,3,0.095673,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,4,0.052375,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,5,0.046499,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,6,0.046597,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,7,0.051024,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,8,0.052325,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,9,0.05247,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,10,0.054488,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,11,0.054698,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,12,0.052169,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,13,0.050637,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,14,0.048469,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,15,0.04508,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,16,0.04343,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,17,0.043069,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,18,0.038734,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,19,0.037334,0.99005,0.0,0.993367,0.0,0.987977,0.0
M3/N8/E11a/T12a_train29,20,0.034993,0.99005,0.0,0.993367,0.0,0.987977,0.0
