,history,amazon,arxiv,electronics,toys
history,0.00040087754455410906,0.8039744137552207,0.4712620529376697,0.4497674714195302,0.6391859463829385
amazon,0.16193822846628414,1.2441585818728422e-12,0.0031729438608953755,3.0608581591954365e-06,9.974530193816793e-06
arxiv,0.16193822846628414,0.0013330673236912165,5.318135203639659e-09,0.016160324237577985,0.11782547066868419
electronics,0.038998273987822366,4.1043226793934356e-09,0.007696335249722201,2.3231854873077887e-14,2.9099269662918667e-08
toys,0.74345744112914,5.335687472467362e-07,0.0017860921595627174,1.379864980132444e-07,5.747033243151077e-09
