task_type,Task_Idx,Node_Idx,Edge_Idx,Text_Idx,train_mean,train_std,n_train_valid,test_mean,test_std,n_test_valid
global_categorical,M5,N7,E10c,T12b,0.0,0.0,10.0,3.1595307187471997,4.624998541615493,10
global_categorical,M5,N7,E10c,T12e,2.3293113350739523,6.79084279561464,10.0,6.719096754181805,10.33762238250296,10
global_categorical,M5,N7,E11a,T12a,6.4257924747044255,9.147470529746967,10.0,1.6304047480802928,3.0409562514766844,10
global_categorical,M5,N7,E11a,T12b,0.8055106544650009,2.547248347642283,10.0,4.545747803200254,4.332985821466033,10
global_categorical,M5,N7,E11a,T12e,1.702415302689758,4.909386662443266,10.0,1.8108489094028557,3.6296659392670274,10
global_categorical,M5,N7,E11b,T12a,2.935260769105522,4.1814424755253565,10.0,2.5865924957414426,6.035457031554029,10
global_categorical,M5,N7,E11b,T12b,0.0,0.0,10.0,5.7561019718592235,8.276033284409934,10
global_categorical,M5,N7,E11b,T12e,2.2944663785074417,3.6413681617406746,10.0,1.017818372914948,2.3990124923885348,10
global_categorical,M5,N8,E10b,T12a,22.152068152368418,16.297339040321184,10.0,21.113408406260618,14.014741736861495,10
global_categorical,M5,N8,E10b,T12b,20.146504439389656,17.037682072680862,10.0,15.869933507457393,13.737953462799197,10
global_categorical,M5,N8,E10b,T12e,23.114414557202952,16.834953074167448,10.0,13.604382033187074,13.936185875790917,10
global_categorical,M5,N8,E10c,T12a,23.477211162999417,14.743852506225956,10.0,18.17855122999257,12.475344357927606,10
global_categorical,M5,N8,E10c,T12b,18.801492603041204,16.047460817175295,10.0,12.769756566898264,12.628458119788677,10
global_categorical,M5,N8,E10c,T12e,22.337715443777455,17.633783287804473,10.0,20.389979870713894,17.9918307737749,10
global_categorical,M5,N8,E11a,T12a,13.04048754629996,11.578448488090292,10.0,8.020320248006602,8.655004346586598,10
global_categorical,M5,N8,E11a,T12b,11.095626701607799,12.037255223410414,10.0,6.389811133458403,7.045418387223324,10
global_categorical,M5,N8,E11a,T12e,11.152989078545696,8.073004796793981,10.0,10.150685879889995,11.556253108914401,10
global_categorical,M5,N8,E11b,T12a,9.032331481769798,12.480942975205387,10.0,5.35111914202661,5.875752474645711,10
global_categorical,M5,N8,E11b,T12b,8.07175686683625,8.55771544263243,10.0,3.3002253610080814,3.950680586213793,10
global_categorical,M5,N8,E11b,T12e,8.000502222990958,17.487906428597256,10.0,6.658858318816678,6.698983793759098,10
global_scalar,M6,N7,E10a,T12a,0.0,,1.0,0.0,,1
global_scalar,M6,N7,E10a,T12b,0.0,,1.0,0.0,,1
global_scalar,M6,N7,E10a,T12e,0.0,,1.0,0.0,,1
global_scalar,M6,N7,E11b,T12a,,,,0.0,,1
global_scalar,M6,N7,E11b,T12b,,,,0.0,,1
global_scalar,M6,N7,E11b,T12e,,,,0.0,,1
global_scalar,M6,N7,E11c,T12a,0.0,,1.0,0.0,,1
global_scalar,M6,N7,E11c,T12b,0.0,,1.0,0.0,,1
global_scalar,M6,N7,E11c,T12e,0.0,,1.0,0.0,,1
scalar,M2,N7,E10a,T12a,1.3317257165908811,4.211286483047069,10.0,5.087122321128845,12.900774017238565,10
scalar,M2,N7,E10a,T12b,0.0,0.0,10.0,1.9272041320800781,4.57727398745711,10
scalar,M2,N7,E10a,T12e,0.0,0.0,10.0,0.0,0.0,10
scalar,M2,N7,E10b,T12a,79.3735921382904,9.266510950166928,10.0,72.60326266288757,8.188956132546648,10
scalar,M2,N7,E10b,T12b,71.66785001754761,12.12302936698311,10.0,71.61092162132263,12.120604264335586,10
scalar,M2,N7,E10b,T12e,82.43941307067871,10.510884817731464,10.0,76.31676018238068,10.071655302945947,10
scalar,M2,N7,E10c,T12a,78.34537088871002,9.6373869582956,10.0,69.75936353206635,15.244182414898193,10
scalar,M2,N7,E10c,T12b,78.46790254116058,10.55643061472923,10.0,69.29613888263702,14.174012409880682,10
scalar,M2,N7,E10c,T12e,84.67721164226532,8.091835948887597,10.0,76.7074853181839,9.036393331785783,10
scalar,M2,N7,E11a,T12a,42.41969406604767,36.374186351345976,10.0,49.96537506580353,29.207136887962893,10
scalar,M2,N7,E11a,T12b,65.52306771278381,14.138626741521758,10.0,66.33495151996613,28.57992993494307,10
scalar,M2,N7,E11b,T12a,0.0,0.0,10.0,0.7187938690185547,2.273025794263372,10
scalar,M2,N7,E11b,T12b,0.0,0.0,10.0,0.0,0.0,10
scalar,M2,N7,E11b,T12e,0.0,0.0,10.0,0.0,0.0,10
scalar,M2,N7,E11c,T12a,0.0,0.0,10.0,2.4163085222244263,6.883158156098084,10
scalar,M2,N7,E11c,T12b,0.0,0.0,10.0,2.8801590204238896,6.50666511818726,10
scalar,M2,N7,E11c,T12e,0.0,0.0,10.0,0.0,0.0,10
