variant,num_nodes,num_edges,mean_degree,isolated_node_fraction,largest_cc_fraction,diameter,n_communities,modularity,mean_community_size,largest_community_fraction,singleton_fraction,pagerank_mean,pagerank_std,pagerank_gini,clustering_coeff_mean,betweenness_mean,link_pred_auc,_timing,node_type,dataset,homophily
N8_E10b_T12a,24722,156282,12.643151848555942,0.07895801310573579,0.21041986894264217,26.0,6424,0.8798827176478154,3.8483810709838107,0.018283310411778983,0.3038605230386052,4.0449801795971175e-05,1.3879002659746367e-05,0.1548451918547408,0.7084785670512707,,0.9929881617323794,louvain=4.1s pagerank=0.4s clustering=6.1s betweenness=0.0s,N8,arxiv,
N8_E10b_T12b,24722,156282,12.643151848555942,0.07895801310573579,0.21041986894264217,26.0,6424,0.8798827176478154,3.8483810709838107,0.018283310411778983,0.3038605230386052,4.0449801795971175e-05,1.3879002659746367e-05,0.1548451918547408,0.7084785670512707,,0.9929881617323794,louvain=2.4s pagerank=0.2s clustering=3.5s betweenness=0.0s,N8,arxiv,
N8_E10c_T12a,24722,156281,12.64307094895235,0.07895801310573579,0.21041986894264217,26.0,6426,0.8803346562259438,3.847183317771553,0.01549227408785697,0.30376595082477437,4.044980179597118e-05,1.3879007839036475e-05,0.1548451833067145,0.7084785670512707,,0.9929881617323794,louvain=4.2s pagerank=0.4s clustering=3.5s betweenness=0.0s,N8,arxiv,
N8_E10c_T12b,24722,156281,12.64307094895235,0.07895801310573579,0.21041986894264217,26.0,6426,0.8803346562259438,3.847183317771553,0.01549227408785697,0.30376595082477437,4.044980179597118e-05,1.3879007839036475e-05,0.1548451833067145,0.7084785670512707,,0.9929881617323794,louvain=3.8s pagerank=0.2s clustering=3.7s betweenness=0.0s,N8,arxiv,
N8_E11a_T12a,24722,172046,13.918453199579321,0.15985761669767817,0.3900169889167543,35.0,7435,0.871661784545194,3.325084061869536,0.06872421325135507,0.5315400134498991,4.044980179597107e-05,2.5018022421123585e-05,0.2860231806220523,0.52918393018798,,0.9969643481417865,louvain=2.4s pagerank=0.2s clustering=3.1s betweenness=0.0s,N8,arxiv,
N8_E11a_T12b,24722,172046,13.918453199579321,0.15985761669767817,0.3900169889167543,35.0,7435,0.871661784545194,3.325084061869536,0.06872421325135507,0.5315400134498991,4.044980179597107e-05,2.5018022421123585e-05,0.2860231806220523,0.52918393018798,,0.9969643481417865,louvain=2.7s pagerank=0.2s clustering=3.1s betweenness=0.0s,N8,arxiv,
N8_E11b_T12a,24722,122489,9.909311544373432,0.0,0.17854542512741686,2.0,63,0.9194826428964735,392.41269841269843,0.17854542512741686,0.0,4.044980179597104e-05,0.0003486592129935751,0.45872016059862464,0.6424301787711644,,0.5569314446518094,louvain=2.9s pagerank=0.2s clustering=12.6s betweenness=0.0s,N8,arxiv,
N8_E11b_T12b,24722,122489,9.909311544373432,0.0,0.17854542512741686,2.0,63,0.9194826428964735,392.41269841269843,0.17854542512741686,0.0,4.044980179597104e-05,0.0003486592129935751,0.45872016059862464,0.6424301787711644,,0.5569314446518094,louvain=2.2s pagerank=0.3s clustering=12.1s betweenness=0.0s,N8,arxiv,
