system_name,node_idx,edge_idx,text_idx,train_mean,mean_composite,train_mean_M3
N7_E10b_T12a_text_based,N7,E10b,T12a,54.33494941329087,0.7186979269696844,1.0859669267684564
N7_E10b_T12b_text_based,N7,E10b,T12b,38.12631047833316,0.7064735941561183,0.0
N8_E10b_T12a_text_based,N8,E10b,T12a,84.09192610201374,0.7151671905751262,10.58937814529737
N8_E10b_T12b_text_based,N8,E10b,T12b,84.15994164070703,0.6972166287172743,10.569535387501782
N8_E10b_T12e_text_based,N8,E10b,T12e,84.09470508459444,0.6984794622776179,10.408993904073654
