system_name,node_idx,edge_idx,text_idx,train_mean,mean_composite,train_mean_M4
N7_E10b_T12a_text_based,N7,E10b,T12a,9.755687271397711,0.5208156277187524,60.00780177116394
N7_E10b_T12b_text_based,N7,E10b,T12b,7.971351582214677,0.5250632382992557,59.1465882062912
N8_E10b_T12a_text_based,N8,E10b,T12a,1.2640343422563636,0.5517619873272441,1.8684604167938232
N8_E10b_T12b_text_based,N8,E10b,T12b,1.242792181121095,0.5474169129113579,2.480592727661133
N8_E10b_T12e_text_based,N8,E10b,T12e,1.1944045104390042,0.5496908332113675,2.7527676820755
