variant,raw_gnn_train_mean
N7_E10b_T12a,40.642559090185735
N7_E10b_T12b,38.62094930296403
N7_E10c_T12a,34.493068693537836
N7_E10c_T12b,33.12945086708754
N7_E10c_T12e,0.026867958479291205
N7_E11a_T12a,33.83218927356702
N7_E11a_T12b,32.330752309166364
N7_E11b_T12a,35.670662060701964
N7_E11b_T12b,32.03705249861434
