system_name,node_idx,edge_idx,text_idx,train_mean,mean_composite,train_mean_M3
N8_E10b_T12a_text_based,N8,E10b,T12a,12.929254232430411,0.6140690122113691,2.729633874551438
N8_E10b_T12b_text_based,N8,E10b,T12b,12.465834340851938,0.6073174076129653,1.4519822152151467
N8_E10b_T12e_text_based,N8,E10b,T12e,12.31983023555267,0.6157846603962375,1.6168449894407921
