system_name,node_idx,edge_idx,text_idx,train_mean,mean_composite,train_mean_M4
N7_E10b_T12a_text_based,N7,E10b,T12a,54.54109726904737,0.6380694567780277,12.8711621761322
N7_E10b_T12b_text_based,N7,E10b,T12b,54.516007686120496,0.6517025401795202,12.030499577522276
N8_E10b_T12a_text_based,N8,E10b,T12a,12.929254232430411,0.6140690122113691,5.372575521469116
N8_E10b_T12b_text_based,N8,E10b,T12b,12.465834340851938,0.6073174076129653,4.724487900733946
N8_E10b_T12e_text_based,N8,E10b,T12e,12.31983023555267,0.6157846603962375,5.59555983543396
