variant,num_nodes,num_edges,mean_degree,isolated_node_fraction,largest_cc_fraction,diameter,n_communities,modularity,mean_community_size,largest_community_fraction,singleton_fraction,pagerank_mean,pagerank_std,pagerank_gini,clustering_coeff_mean,betweenness_mean,link_pred_auc,_timing,node_type,dataset,homophily
N8_E10b_T12a,5519,0,0.0,1.0,0.0001811922449719152,0.0,5519,,1.0,0.0001811922449719152,1.0,0.00018119224497192485,2.710505431213761e-20,4.943801604128981e-16,0.0,,,louvain=0.0s pagerank=0.0s clustering=0.0s betweenness=0.0s,N8,amazon,
N8_E10b_T12b,5519,0,0.0,1.0,0.0001811922449719152,0.0,5519,,1.0,0.0001811922449719152,1.0,0.00018119224497192485,2.710505431213761e-20,4.943801604128981e-16,0.0,,,louvain=0.0s pagerank=0.0s clustering=0.0s betweenness=0.0s,N8,amazon,
N8_E10c_T12a,5519,0,0.0,1.0,0.0001811922449719152,0.0,5519,,1.0,0.0001811922449719152,1.0,0.00018119224497192485,2.710505431213761e-20,4.943801604128981e-16,0.0,,,louvain=0.0s pagerank=0.0s clustering=0.0s betweenness=0.0s,N8,amazon,
N8_E10c_T12b,5519,0,0.0,1.0,0.0001811922449719152,0.0,5519,,1.0,0.0001811922449719152,1.0,0.00018119224497192485,2.710505431213761e-20,4.943801604128981e-16,0.0,,,louvain=0.0s pagerank=0.0s clustering=0.0s betweenness=0.0s,N8,amazon,
N8_E11a_T12a,5519,71236,25.814821525638703,0.5520927704294256,0.3817720601558253,17.0,3219,0.26228007915809665,1.7145076110593351,0.08026816452255843,0.9465672569120845,0.00018119224497191883,0.0002935121179000399,0.5830725750748893,0.26471657252061354,,0.7525682818986467,louvain=1.5s pagerank=0.1s clustering=3.7s betweenness=0.0s,N8,amazon,
N8_E11a_T12b,5519,71236,25.814821525638703,0.5520927704294256,0.3817720601558253,17.0,3219,0.26228007915809665,1.7145076110593351,0.08026816452255843,0.9465672569120845,0.00018119224497191883,0.0002935121179000399,0.5830725750748893,0.26471657252061354,,0.7525682818986467,louvain=0.6s pagerank=0.1s clustering=3.4s betweenness=0.0s,N8,amazon,
N8_E11b_T12a,5519,27580,9.994564232650843,0.0,1.0,2.0,1,0.0,5519.0,1.0,0.0,0.00018119224497193024,0.0027696136140474836,0.45987263603705675,0.9990953518812018,,0.47396018754328495,louvain=0.2s pagerank=0.0s clustering=3.0s betweenness=0.0s,N8,amazon,
N8_E11b_T12b,5519,27580,9.994564232650843,0.0,1.0,2.0,1,0.0,5519.0,1.0,0.0,0.00018119224497193024,0.0027696136140474836,0.45987263603705675,0.9990953518812018,,0.47396018754328495,louvain=0.2s pagerank=0.0s clustering=2.8s betweenness=0.0s,N8,amazon,
