system_name,node_idx,edge_idx,text_idx,train_mean,mean_composite,train_mean_M4
N7_E10b_T12a_text_based,N7,E10b,T12a,40.642559090185735,0.3753336453480394,63.61877846717835
N7_E10b_T12b_text_based,N7,E10b,T12b,38.62094930296403,0.3986645011737441,63.819318652153015
N7_E10c_T12a_text_based,N7,E10c,T12a,34.49306869353784,0.5364508098157519,4.895293354988097
N7_E10c_T12b_text_based,N7,E10c,T12b,33.12945086708754,0.5524178154217616,5.24425172805786
