n_subsets,mean_rho,std_rho,n_seeds_valid,note
5,0.5455447255899808,1.1102230246251565e-16,20,
10,0.5455447255899808,1.1102230246251565e-16,20,
15,0.5455447255899808,1.1102230246251565e-16,20,
20,0.5455447255899808,1.1102230246251565e-16,20,
30,0.5455447255899808,1.1102230246251565e-16,20,
40,0.5455447255899808,1.1102230246251565e-16,20,
50,0.5455447255899808,1.1102230246251565e-16,20,
75,0.5455447255899808,1.1102230246251565e-16,20,std=0 by construction (subsample == full train split)
