Task_Idx,Node_Idx,Edge_Idx,Text_Idx,task_type,KL,Top1,Top3,Cosine,Accuracy,F1,MAE,MSE,R2,S_GNN_step1,S_MLP_step1,Final_Score,raw_gnn_score,unclamped_score,scoring_formula,number_of_nodes,avg_text_length,text_vocab_entropy,label_balance_entropy,output_dimension,run_split,degenerate,nan_reason,Predicted_Value,True_Value,sample_idx
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.1406161934137344,0.0,0.023181562847928,0.0,0.0,-0.023731700760598027,graph_lift,994,60.124,7.333537299979956,,47,test,False,,,,7
M1,N7,E10b,T12a,categorical,1.907198905944824,0.5503355704697986,0.697986577181208,0.589911162853241,0.5503355704697986,,,,0.4146487777252745,0.4146487777252745,0.4550687474725772,0.0,0.4146487777252745,-0.07417443862841881,graph_lift,993,65.32,7.298746403657,3.252009771792051,47,test,False,,,,8
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.1523391306400299,0.0,0.1521118207150705,0.0,0.0,-0.17940080358633462,graph_lift,993,65.32,7.298746403657,,47,test,False,,,,8
M1,N7,E10b,T12a,categorical,1.837267518043518,0.587248322147651,0.7281879194630873,0.6147972941398621,0.587248322147651,,,,0.4206851237995648,0.4206851237995648,0.4470111306978696,0.0,0.4206851237995648,-0.04760675731417177,graph_lift,991,66.861,7.298545757592144,3.2153044629509373,47,test,False,,,,9
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.136538565158844,0.0215481666818121,0.0267935867099794,0.0,0.0215481666818121,-0.00538983298561981,graph_lift,991,66.861,7.298545757592144,,47,test,False,,,,9
M1,N7,E10b,T12b,categorical,1.8702629804611208,0.5748299319727891,0.7380952380952381,0.6022183895111084,0.5748299319727891,,,,0.4148307884134331,0.4148307884134331,0.4454808350412668,0.0,0.4148307884134331,-0.055273196247625826,graph_lift,980,15.936,7.493965271091904,3.2739408258425513,47,train,False,,,,0
M5,N7,E10b,T12b,global_categorical,,,,,,,,,0.160157173871994,0.0,0.0,0.0,0.0,0.0,graph_lift,980,15.936,7.493965271091904,,47,train,False,,,,0
M1,N7,E10b,T12b,categorical,1.833027482032776,0.6127946127946128,0.7272727272727273,0.6335718035697937,0.6127946127946128,,,,0.3986838675961147,0.3986838675961147,0.4354496610433895,0.0,0.3986838675961147,-0.06512403041901374,graph_lift,988,16.595,7.549472420585582,3.2389935699073416,47,train,False,,,,1
M5,N7,E10b,T12b,global_categorical,,,,,,,,,0.1743189990520477,0.0,0.1770490557782427,0.0,0.0,-0.21513925832562628,graph_lift,988,16.595,7.549472420585582,,47,train,False,,,,1
M1,N7,E10b,T12b,categorical,2.0781331062316895,0.5454545454545454,0.7239057239057239,0.591474711894989,0.5454545454545454,,,,0.3216643155027231,0.3216643155027231,0.3989804467681055,0.0,0.3216643155027231,-0.12864162380346236,graph_lift,990,15.997,7.518117797981741,3.1935219765300435,47,train,False,,,,2
M5,N7,E10b,T12b,global_categorical,,,,,,,,,0.1736928671598434,0.0039678653747327,0.1197378465911392,0.0,0.0039678653747327,-0.13151761752800714,graph_lift,990,15.997,7.518117797981741,,47,train,False,,,,2
M1,N7,E10b,T12b,categorical,1.9522864818573,0.5704697986577181,0.6879194630872483,0.5947714447975159,0.5704697986577181,,,,0.3814663907507158,0.3814663907507158,0.3892427820270477,0.0,0.3814663907507158,-0.012732377199144745,graph_lift,993,15.976,7.532051806037881,3.2544080451755177,47,train,False,,,,3
M5,N7,E10b,T12b,global_categorical,,,,,,,,,0.1588661521673202,0.0,0.0,0.0,0.0,0.0,graph_lift,993,15.976,7.532051806037881,,47,train,False,,,,3
M1,N7,E10b,T12b,categorical,1.862454175949097,0.587248322147651,0.714765100671141,0.6035820841789246,0.587248322147651,,,,0.4171265569049429,0.4171265569049429,0.4198912826655823,0.0,0.4171265569049429,-0.004765875219636831,graph_lift,991,15.526,7.530021364612626,3.2935284891155434,47,train,False,,,,4
M5,N7,E10b,T12b,global_categorical,,,,,,,,,0.1672573089599609,0.0,0.0,0.0,0.0,0.0,graph_lift,991,15.526,7.530021364612626,,47,train,False,,,,4
M1,N7,E10b,T12b,categorical,1.679146647453308,0.6140939597315436,0.7583892617449665,0.6456117630004883,0.6140939597315436,,,,0.4718584921947876,0.4718584921947876,0.5022563029216077,0.0,0.4718584921947876,-0.061071211760683766,graph_lift,992,16.107,7.524790897639155,3.251455148566704,47,train,False,,,,5
M5,N7,E10b,T12b,global_categorical,,,,,,,,,0.1266604363918304,0.0364907654287177,0.0318775038375834,0.0047651630960142,0.0364907654287177,0.0047651630960142055,graph_lift,992,16.107,7.524790897639155,,47,train,False,,,,5
