Task_Idx,Node_Idx,Edge_Idx,Text_Idx,task_type,KL,Top1,Top3,Cosine,Accuracy,F1,MAE,MSE,R2,Primary_Metric,Primary_Value,Performance_Band,S_GNN_step1,S_MLP_step1,Final_Score,raw_gnn_score,unclamped_score,scoring_formula,normalized_score,number_of_nodes,avg_text_length,text_vocab_entropy,label_balance_entropy,output_dimension,run_split,degenerate,nan_reason,Predicted_Value,True_Value,sample_idx,wall_time_seconds
M1,N7,E10b,T12a,categorical,2.083455801010132,0.5250836120401338,0.68561872909699,0.5758970379829407,0.5250836120401338,,,,0.35368229093250014,final_score,0.0,,0.35368229093250014,0.41395534038791726,0.0,0.35368229093250014,-0.10284719511873604,graph_lift,0.0,994,68.703,7.307085165596897,3.2618987813916474,47,train,False,,,,25,386.703
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.14671963453292847,final_score,0.0,,0.11588040099796035,0.23585985634004283,0.0,0.11588040099796035,-0.15701237048929786,graph_lift,0.0,994,68.703,7.307085165596897,,47,train,False,,,,25,386.703
M1,N7,E10b,T12a,categorical,2.144371747970581,0.5084175084175084,0.7003367003367004,0.5459526777267456,0.5084175084175084,,,,0.32109114005321904,final_score,0.0,,0.32109114005321904,0.338516089398313,0.0,0.32109114005321904,-0.02634221190541764,graph_lift,0.0,988,71.328,7.296815310220141,3.2318129293382105,47,train,False,,,,26,386.703
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.18633119761943817,final_score,0.0033438996865163707,,0.0924789363537212,0.08943409531047741,0.0033438996865163707,0.0924789363537212,0.0033438996865163707,graph_lift,0.33438996865163706,988,71.328,7.296815310220141,,47,train,False,,,,26,386.703
M1,N7,E10b,T12a,categorical,1.738945484161377,0.5993265993265994,0.7441077441077442,0.6319172978401184,0.5993265993265994,,,,0.4534400471259683,final_score,0.0,,0.4534400471259683,0.5250669329559466,0.0,0.4534400471259683,-0.15081469537545264,graph_lift,0.0,990,75.666,7.3268943961979405,3.2455433663385205,47,train,False,,,,27,386.703
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.16232813894748688,final_score,0.0,,0.0,0.08335182871774241,0.0,0.0,-0.09093110238920273,graph_lift,0.0,990,75.666,7.3268943961979405,,47,train,False,,,,27,386.703
M1,N7,E10b,T12a,categorical,1.9363411664962769,0.5622895622895623,0.7171717171717171,0.5902380347251892,0.5622895622895623,,,,0.39692397161430104,final_score,0.0,,0.39692397161430104,0.4357157290267024,0.0,0.39692397161430104,-0.06874506238760114,graph_lift,0.0,989,69.096,7.284178948863211,3.263815334379775,47,train,False,,,,28,386.703
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.14312592148780823,final_score,0.043108932753149254,,0.16114039278293882,0.1233488994409651,0.043108932753149254,0.16114039278293882,0.043108932753149254,graph_lift,4.310893275314926,989,69.096,7.284178948863211,,47,train,False,,,,28,386.703
M1,N7,E10b,T12a,categorical,2.0050554275512695,0.5117845117845118,0.7003367003367004,0.5639899373054504,0.5117845117845118,,,,0.35772107571280565,final_score,0.0,,0.35772107571280565,0.4160494817041902,0.0,0.35772107571280565,-0.09988587074399571,graph_lift,0.0,990,66.252,7.2943047449529566,3.212702195374973,47,train,False,,,,29,386.703
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.1744871884584427,final_score,0.0,,0.0,0.04018558194957935,0.0,0.0,-0.041868074904734695,graph_lift,0.0,990,66.252,7.2943047449529566,,47,train,False,,,,29,386.703
