n_subsets,mean_rho,std_rho,n_seeds_valid,note
5,0.5551662273476268,0.03760941339999317,20,
10,0.5457638739976286,0.028207060049994886,20,
15,0.5457638739976286,0.028207060049994886,20,
20,0.5363615206476304,2.220446049250313e-16,20,
30,0.5410626973226295,0.020491954042051834,20,
40,0.5363615206476304,2.220446049250313e-16,20,
50,0.5363615206476304,2.220446049250313e-16,20,
75,0.5363615206476304,2.220446049250313e-16,20,std=0 by construction (subsample == full train split)
