n_subsets,mean_rho,std_rho
5,0.2618614682831909,0.34914862437758787
10,0.3927922024247864,0.19023794624226836
15,0.43643578047198484,5.551115123125783e-17
20,0.43643578047198484,5.551115123125783e-17
30,0.43643578047198484,5.551115123125783e-17
40,0.43643578047198484,5.551115123125783e-17
50,0.43643578047198484,5.551115123125783e-17
75,0.43643578047198484,5.551115123125783e-17
