n_subsets,mean_rho,std_rho
5,0.8658521813797087,0.00970142500145328
10,0.8622141470041637,0.0052859413987092225
15,0.8622141470041637,0.0052859413987092225
20,0.8622141470041637,0.0052859413987092225
30,0.8610014688789821,0.0
40,0.8610014688789821,0.0
50,0.8610014688789821,0.0
75,0.8610014688789821,0.0
