n_subsets,mean_rho,std_rho,n_seeds_valid,note
5,0.867445392357968,0.05547336240801327,20,
10,0.8777999573591051,0.021219807691874832,20,
15,0.8786745101551036,0.02286700987062133,20,
20,0.880951229223798,0.010583504847529252,20,
30,0.8860325564726621,0.013494155599327306,20,
40,0.8852972967718754,0.00932448113594544,20,
50,0.8846604245776305,0.008666344284655514,20,
75,0.8933267688622862,2.220446049250313e-16,20,std=0 by construction (subsample == full train split)
