Task_Idx,Node_Idx,Edge_Idx,Text_Idx,kl,top1,top3,cosine,number_of_nodes,avg_text_length,text_vocab_entropy,label_balance_entropy,task_type,output_dimension,normalized_score
1,7,10,a,0.9554168581962585,0.777,0.9436666666666667,0.8018181920051575,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.777
1,7,10,b,0.9643904566764832,0.7806666666666666,0.929,0.8030605316162109,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.7806666666666666
1,7,10,c,0.9698768854141235,0.7793333333333333,0.939,0.8003854751586914,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.7793333333333333
1,7,10,d,0.9502071142196655,0.782,0.9416666666666667,0.8027856349945068,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.782
1,7,10,e,0.9620808959007263,0.7816666666666666,0.9343333333333333,0.8030691742897034,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.7816666666666666
1,7,11,a,1.0784212350845337,0.773,0.9316666666666666,0.7919746041297913,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.773
1,7,11,a,0.9899336099624634,0.769,0.9313333333333333,0.7935534119606018,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.769
1,7,11,a,0.933748722076416,0.7783333333333333,0.9346666666666666,0.8010592460632324,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.7783333333333333
1,7,11,b,1.0657213926315308,0.7756666666666666,0.928,0.7950118780136108,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.7756666666666666
1,7,11,b,0.9818545579910278,0.7633333333333333,0.934,0.7911654710769653,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.7633333333333333
1,7,11,b,0.945801854133606,0.7693333333333333,0.9356666666666666,0.7954068779945374,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.7693333333333333
1,7,11,c,1.0763510465621948,0.7746666666666666,0.9346666666666666,0.794446587562561,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.7746666666666666
1,7,11,c,0.9889762997627258,0.769,0.9333333333333333,0.795182466506958,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.769
1,7,11,c,0.9600383043289185,0.77,0.9353333333333333,0.79461669921875,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.77
1,7,11,d,1.0622003078460693,0.776,0.9293333333333333,0.7943041920661926,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.776
1,7,11,d,0.9632983207702637,0.7746666666666666,0.9363333333333334,0.7963001132011414,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.7746666666666666
1,7,11,d,0.9392634034156799,0.769,0.9336666666666666,0.7964233160018921,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.769
1,7,11,e,1.0267401933670044,0.7806666666666666,0.9316666666666666,0.798570990562439,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.7806666666666666
1,7,11,e,0.9864903688430786,0.767,0.9273333333333333,0.7924957871437073,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.767
1,7,11,e,0.9517726302146912,0.7686666666666667,0.9343333333333333,0.7957104444503784,10000,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.7686666666666667
1,8,10,a,0.2263319045305252,0.9474618388356407,0.9839072299136197,0.9527638554573059,28170,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.9474618388356407
1,8,10,b,0.2263013869524002,0.9480534847946989,0.9846172050644895,0.952583372592926,28170,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.9480534847946989
1,8,10,c,0.22551357746124268,0.9485268015619454,0.9846172050644895,0.9524441957473755,28170,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.9485268015619454
1,8,10,d,0.22480709850788116,0.9478168264110756,0.9858004969826056,0.9526581764221191,28170,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.9478168264110756
1,8,10,e,0.21631379425525665,0.9490001183291918,0.9862738137498521,0.9537173509597778,28170,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.9490001183291918
1,8,11,a,0.2503359019756317,0.9435569755058573,0.9833155839545616,0.9487547278404236,28170,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.9435569755058573
1,8,11,a,0.246535524725914,0.9452135841912199,0.9833155839545616,0.9488945007324219,28170,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.9452135841912199
1,8,11,a,0.22737233340740204,0.9466335344929594,0.9853271802153591,0.9521211981773376,28170,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.9466335344929594
1,8,11,b,0.24671703577041626,0.9460418885339014,0.98319725476275,0.9505468606948853,28170,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.9460418885339014
1,8,11,b,0.24162708222866058,0.9453319133830316,0.9840255591054313,0.9504284262657166,28170,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.9453319133830316
1,8,11,b,0.23203663527965546,0.9458052301502781,0.9843805466808662,0.9513354301452637,28170,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.9458052301502781
1,8,11,c,0.23693513870239258,0.9469885220683942,0.9843805466808662,0.951085090637207,28170,893.2064,10.850194353020465,3.415326781082063,node_categorical,18,0.9469885220683942
